"PMCID","sentence_id","top_section","CONSORT_Item","sentence_text","labels"
"PMC3028347","S72","Initial assessment.","['6a']","as a measure of insulin sensitivity (siclamp) the ratio of metabolic rate to steady-state insulin (m/i) was calculated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S73","Initial assessment.","['6a']","at baseline and follow-up  samples obtained in the fasted state were collected for measurement of alt  ast  total and hdl cholesterol  direct ldl cholesterol  and triglycerides (synchron lx20; beckman coulter  fullerton  ca).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S74","Initial assessment.","['6a']","plasma for glucose was collected in tubes containing powdered sodium fluoride and measured by the nih crc clinical laboratory using a roche diagnostics (indianapolis  in) analyzer.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S75","Initial assessment.","['6a']","c-reactive protein was measured by a high-sensitivity assay (immage immunochemistry systems; beckman coulter) with sensitivity of 0.020 mg/dl.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S76","Initial assessment.","['6a']","vitamin b12 and insulin were measured by chemiluminescent immunoassays using siemens healthcare diagnostics (los angeles  ca) immulite instruments.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S77","Initial assessment.","['6a']","fasting samples were used to estimate insulin resistance by the homeostasis model assessment–insulin resistance (homa-ir) index = insulin (μu/ml) × [glucose (mmol/l)/22.5].","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S78","Initial assessment.","['6a']","diagnosis of pediatric metabolic syndrome was made when three or more components were present from among the following: waist circumference  blood pressure  and triglycerides ≥90th percentile for age and sex; hdl cholesterol ≤10th percentile for age and sex; and fasting glucose ≥100 mg/dl (44).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S79","Initial assessment.","['6a']","subjects and parents were also interviewed by a clinical pharmacist who used a structured questionnaire containing a comprehensive list of symptoms designed to identify potential adverse drug reactions (45).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S80","Outcomes and follow-up measures.","['0']","outcomes and follow-up measures.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S81","Outcomes and follow-up measures.","['6a']","the prespecified primary study end point was change in bmi sd score (bmi z)  as determined at the end of the 6-month randomized treatment phase.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S82","Outcomes and follow-up measures.","['6a']","secondary outcomes were changes in bmi  body weight  and fat mass at the conclusion of the randomized phase.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S83","Outcomes and follow-up measures.","['6a']","tertiary outcomes included changes in skinfold thickness  body circumferences  visceral adipose tissue  insulin resistance  and laboratory components of the metabolic syndrome.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S84","Outcomes and follow-up measures.","['0']","participants were seen monthly and exchanged their unused study medication for a new supply at each visit.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S85","Outcomes and follow-up measures.","['0']","we used the tally of returned capsules to assess adherence.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S86","Outcomes and follow-up measures.","['6a']","measurements of bmi  blood pressure  liver function  plasma lactate  and serum vitamin b12 were obtained at each visit  along with an interim history obtained using a structured list of queries.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S87","Outcomes and follow-up measures.","['5']","after 6 months of treatment  subjects were re-evaluated and then offered open-label metformin for a second 6-month treatment period with continued monthly visits.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S88","Statistical analysis.","['0']","statistical analysis.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S89","Statistical analysis.","['7a']","power was based on prior data we collected examining bmi change over 6 months in obese 6- to 11-year-old children with hyperinsulinemia.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S90","Statistical analysis.","['7a']","we calculated that among severely obese children  a total sample size of 60 participants would detect a between-group difference of 0.09 bmi sd score units (approximately equivalent to a 2 kg/m2 difference) with 80% power.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S91","Statistical analysis.","['7a']","participant accrual was set at 100 participants to allow as much as 40% loss to follow-up (46).","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S92","Statistical analysis.","['12a']","the reported primary data analyses were prespecified and analyzed using spss for windows  version 14.0 (spss  chicago  il).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S93","Statistical analysis.","['0']","interim analyses for efficacy were performed by the data safety monitoring board when 40 and 70 subjects had been enrolled for 6 months of randomized phase treatment.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S94","Statistical analysis.","['12a']","using the lan-demets implementation of the o’brien-fleming method  the critical two-tailed α values were defined for each look  such that a p value of 0.04515 was considered significant at the end of the study.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S95","Statistical analysis.","['12a']","we assessed efficacy in the intention-to-treat sample of all randomly assigned participants using a multiple imputation model for missing data under a missing-at-random assumption.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S96","Statistical analysis.","['12a']","by using norm  version 2.03 (pennsylvania state university  state university park  pa)  we included all available baseline and follow-up measures in an imputation model.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S97","Statistical analysis.","['12a']","the imputation datasets were obtained using a sequential chain of 1 200 iterations using initial parameter estimates supplied by running the expectation-maximization (em) algorithm.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S98","Statistical analysis.","['12a']","starting after the first 200 iterations  data were sampled with 50 iterations between successive imputations.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S99","Statistical analysis.","['12a']","each of the imputation-completed datasets was then analyzed separately using the prespecified ancova model with spss for windows  version 14.0.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S100","Statistical analysis.","['12a']","bmi z change (or change in each secondary outcome variable) was the dependent variable; metformin treatment was the independent variable; and age  sex  and race/ethnicity were covariates.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S101","Statistical analysis.","['12a']","we then combined the coefficients from analyses of the 20 imputed datasets into a single set of estimates according to rubin’s rules for scalar estimands.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S102","Statistical analysis.","['12b']","to assess sensitivity of the results to the missing-at-random assumption  we conducted three additional analyses: assuming that all participants who withdrew from the study had major weight gain (≥2.27 kg [≥5 lb]); that those who received metformin had no weight gain  whereas those who received placebo had major weight gain; and that those who received placebo had no weight gain  whereas those who received metformin had major weight gain.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S103","Statistical analysis.","['12b']","we used multiple imputations to impute the missing 6-month weight measurements by using the same imputation model used for the main analysis.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S104","Statistical analysis.","['12b']","for the three scenarios  we added fixed amounts to the imputed values  reanalyzed the results by using ancova  and combined them by using the rubin rules for scalar estimands.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S105","Statistical analysis.","['12a']","an additional confirmatory analysis used the last-observation-carried-forward method for individuals who did not complete the study.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S106","Statistical analysis.","['12a']","unadjusted analyses were also run both for the imputation and the last-observation-carried-forward models.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S107","Statistical analysis.","['0']","because all of these models yielded similar results  only the primary efficacy model is presented.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S108","Statistical analysis.","['12a']","we examined baseline characteristics by simple t tests or  in the case of categorical data  with exact tests.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S109","Statistical analysis.","['0']","reports of adverse events were also examined by exact tests.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S110","Funding and role of the sponsor.","['0']","funding and role of the sponsor.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S111","Funding and role of the sponsor.","['0']","the intramural research programs of nichd and national institute of diabetes and digestive and kidney diseases (niddk)  nih  and the national center on minority health and health disparities (ncmhd)  nih  which funded the study  had no role in study design  data accrual  data analysis  or manuscript preparation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S112","Funding and role of the sponsor.","['0']","the authors designed the study  wrote and made the decision to submit the manuscript for publication  and affirmed the completeness  accuracy  and integrity of the data and data analyses.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S113","Funding and role of the sponsor.","['0']","monitoring of the study  measurement and adjudication of study end points  and statistical analyses were performed by the authors without sponsor involvement.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S114","Funding and role of the sponsor.","['0']","the manuscript was drafted by the principal investigator and revised by the coauthors.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S115","RESULTS","['0']","results","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S116","RESULTS","['13a']","a total of 100 children were randomly assigned to the two study groups (fig. 1).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S117","RESULTS","['15']","there were no significant demographic differences between subjects who participated and subjects who declined.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S118","RESULTS","['15']","participants had evidence of significant insulin resistance; a family history of type 2 diabetes was also frequently reported (table 1).","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S119","RESULTS","['15']","when separated into prepubertal subjects and subjects who had evidence for pubertal onset (i.e.  in boys  testes >3 ml; in girls tanner ii or greater breast stage)  there were no significant differences between groups in demographic  historical  or laboratory data (all p > 0.46)  including degree of insulin resistance (homa-ir metformin prepubertal: 4.3 ± 2.0  pubertal: 4.6 ± 2.3; placebo prepubertal: 4.5 ± 4.1  pubertal: 5.0 ± 2.9).","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S120","RESULTS","['0']","fig. 1.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S121","RESULTS","['13a']","flow of participants throughout the trial.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S122","RESULTS","['13a']","of the participants  85% completed the 6-month randomized trial (85% metformin; 85% placebo  p = 0.98).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S123","RESULTS","['13a']","among the 85 offered open-label metformin  67% completed the second 6-month study phase (fig. 1).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S124","RESULTS","['15']","sociodemographic and baseline anthropometric or laboratory indexes did not significantly differ between participants who did and did not complete either phase of the study (all p > 0.65).","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S125","Changes in body weight and body composition.","['0']","changes in body weight and body composition.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S126","Changes in body weight and body composition.","['17a']","during the placebo-controlled randomized phase (table 2 and fig. 2)  both metformin-treated and placebo-treated children significantly reduced bmi z (p values <0.01); however  children given metformin had significantly greater decreases in bmi z (difference between metformin and placebo groups −0.07  95th ci −0.12 to −0.01  p = 0.02)  bmi (difference −1.09 kg/m2  ci −1.87 to −0.31  p = 0.006)  body weight (difference −3.38 kg  ci −5.2 to −1.57  p < 0.001)  and total-body fat mass (p < 0.05).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S127","Changes in body weight and body composition.","['17a']","three metformin-treated versus 0 placebo-treated children lost sufficient weight to reach a bmi <97th percentile after 6 month of treatment (p = 0.25).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S128","Changes in body weight and body composition.","['17a']","body circumference and skinfold thickness measurements decreased to a significantly greater extent in the metformin-treated children  although changes in intra-abdominal fat did not differ significantly between groups (table 2).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S129","Changes in body weight and body composition.","['17a']","during the open-label phase  subjects who previously received placebo significantly decreased bmi z; subjects treated continuously with metformin had nonsignificant increases in bmi z (fig. 2) compared with their 6-month values and increases in absolute bmi consistent with those expected to occur as children mature.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S130","Changes in body weight and body composition.","['17a']","subjects examined at the end of the open-label phase had significantly lower bmi z at the end of the 12-month treatment period when compared with their bmi z values at baseline (−0.091  ci −0.183 to −0.001  p = 0.05).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S131","Changes in body weight and body composition.","['18']","additional analyses that included an interaction term for race × treatment group found non-hispanic black participants decreased body mass less than non-hispanic or hispanic whites during the randomized treatment phase (bmi z −0.035 ± 0.021 vs. −0.108 ± 0.017  difference 0.073  ci 0.020–0.127  p = 0.008)  but the interaction between race and treatment group was not significantly different (p = 0.064).","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S132","Changes in body weight and body composition.","['17a']","when severity of insulin resistance or pubertal status at baseline was included in the statistical model for the primary or secondary body composition outcomes  no significant impact for severity of insulin resistance or puberty on treatment success was identified  even after race was removed from the analysis (all p ≥ 0.20).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S133","Changes in body weight and body composition.","['17a']","table 2 changes in anthropometric variables at conclusion of the randomized phase           fig. 2.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S134","Changes in body weight and body composition.","['17a']","changes in bmi during the study.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S135","Changes in body weight and body composition.","['0']","mean ± sem for bmi sd score (bmi z) and bmi during the randomized placebo-controlled phase (a and c) and the open-label phase when all participants were offered metformin (b and d).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S136","Changes in body weight and body composition.","['0']","a: bmi z score  randomized phase.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S137","Changes in body weight and body composition.","['0']","b: bmi z score  open-label phase.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S138","Changes in body weight and body composition.","['0']","c: bmi  randomized phase.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S139","Changes in body weight and body composition.","['0']","d: bmi  open-label phase.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S140","Changes in body weight and body composition.","['0']","intent-to-treat imputed data analyses are shown.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S141","Changes in body weight and body composition.","['17a']","there were significant group by time interactions (p < 0.001) during each phase for both bmi z and bmi.  p < 0.05;   p < 0.01 for comparison of children randomized to metformin and placebo at each time point.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3028347","S142","Changes in insulin resistance and metabolic consequences of obesity.","['0']","changes in insulin resistance and metabolic consequences of obesity.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3028347","S143","Changes in insulin resistance and metabolic consequences of obesity.","['17a']","fasting serum insulin (p = 0.02)  plasma glucose (p = 0.02)  and homa-ir index (p = 0.006) improved more in metformin-treated than in placebo-treated children (table 3).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
